TweetsID,Cleaned_Tweets
62c0e79d5dcb23acdffbf83c,battle for lysychansk belarus claims missiles downed via user_mention URL 
62c0e7a65dcb23acdffbf83f,user_mention user_mention URL this is just one article but putin is essentially seeking to recreate soviet russia by once again absorbing its neighbors by force
62c0e87e5dcb23acdffbf846,user_mention user_mention the west must help ensure this does not happen latest invasion now just over 4 months the west looking ungainly with russia making progress appalling if we wont commit to boots on the ground we shall concede amp reinforce control to another crime boss
62c0e95e5dcb23acdffbf862,after long preparation economic and military preparation in order to endure the sanctions after getting info kiev is planning invasion in march russia launched a preemptive operation political objective appears to be annihilation of antirussia ideology in all of ukraine
62c0e9e65dcb23acdffbf870,yeah sure id believe them didnt putin say he was doing humanitarian things a few times him and trump see who can lie morerussia admits its running out of weapons in ukraine war URL 
62c0ea4d5dcb23acdffbf87b,user_mention user_mention 60 of lysychansk were ethnic ukrainian prior to this brutal invasion russia ethnically cleansed away these people and now proclaim that the few russianspeakers who remain represent prewar lysychansk russia has utterly destroyed a town that was previously living in peace
62c0ea955dcb23acdffbf888,user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention 60 of lysychansk were ethnic ukrainian prior to this brutal invasion russia ethnically cleansed away these people and now proclaims that the few russianspeakers who remain represent prewar lysychansk russia utterly destroyed a town that was previously living in peace
62c0eac95dcb23acdffbf890, suffering losses 35750 military personnel 1577 tanks 3736 armored combat vehicles 796 artillery systems 246 multiple rocket launchers 105 air defense systems 217 645 operationaltactical uavs 15 2610 vehicles amp tankers 186 URL demvoice1 URL 
62c0eae15dcb23acdffbf892,spains psánchez and i spoke today about russias illegal invasion of ukraine and how nato cannot let up on the momentum of our collective response also about the very real impacts the war is having on people in our 2 countries and around the world URL 
62c0eb1b5dcb23acdffbf899,the world has just ten weeks worth of wheat left after the ukraine war food supplies are being rocked by russias invasion of the breadbasket of europe URL URL 07 saveourdemocracy 
62c0eb6e5dcb23acdffbf8a0,all the latest updates on russias invasion of ukraine URL via user_mention in gambling their is always a looser its shamefull it all could have been prevented the insane madness a no justified war americans is being punished with high gas prices inflation
62c0ebb25dcb23acdffbf8a8,we are now at the 129 day mark since russia began its invasion of ukraine there are conflicting claims about whether the russians have siezed lysychansk today an assessment of options for russias next moves 116
62c0ebbd5dcb23acdffbf8ac,user_mention user_mention user_mention user_mention yeah just like the countries out there that currently restricts human rights by introducing bogus laws like how russia is arresting people who publish fake news aka articles condemning its invasion
62c0ec285dcb23acdffbf8c4,user_mention user_mention 60 of lysychansk were ethnic ukrainian prior to this brutal invasion russia ethnically cleansed away these people and now proclaims that the few russianspeakers who remain represent prewar lysychansk russia utterly destroyed a town that was previously living in peace
62c0ec2c5dcb23acdffbf8c6,user_mention well duh you lukashenko should not have been such a patsy and allow belarus to get involved in russias unjustified invasion if russia is being called out as a terrorist state and you are helping it because you are putins servant what does that make you
62c0edaa5dcb23acdffbf904,right down to the russian blockade of ukraine cuban missile crisis bay of pigs 13 dayswild even more unbelievable russia could use many of the arguments us used user_mention during crisis which is why nato is in front no pesky lawyers this time
62c0edb95dcb23acdffbf906,user_mention every death in ukraine is on the bloody hands of the russian aggressors who invaded ukraine and caused this war without the invasion there would be no wartime deaths if russia left ukraine there would be no more war time deaths russia is a parasite and a malignant tumor
62c0ee1f5dcb23acdffbf916,user_mention user_mention user_mention if only ukraine had completely capitulated to the terms russia forced on them the last time they launched an unjustified invasion of ukraine committing multiple war crimes in the process they wouldnt have made russia hit them again
62c0efaa5dcb23acdffbf94e,user_mention extraordinarily sad 2k cities control by russia its not clear though if this includes crimea or if this is a total since russias recent invasion terrible there are so many mixed messages ukraine winning ukraine losing hope URL 
62c0f0e25dcb23acdffbf976,shredded trees dead dolphins and wildfires how russias invasion is hurting nature URL by user_mention
62c0f1475dcb23acdffbf98c,bidens cursed presidency gas prices are latest headache as midterms loom unfortunately user_mention biden has just handed the republicans the next election after making a major blunder that could have avoided russias invasion he refused a diplomatic solution URL 
62c0f1cd5dcb23acdffbf99d,user_mention user_mention user_mention user_mention thinking that russia is trying to get the soviet band back together is just boomer cold war thinking as long as ukraine remained neutral to both sides and wasnt trying to kill the ethnic russians within its borders this invasion wouldnt have happened
62c0f2995dcb23acdffbf9ae,the armed forces of ukraine liberated 1027 settlements since the beginning of the fullscale invasion of russia while 2610 settlements are still under occupation the president of ukraine volodymyr zelenskyy russiaisaterroriststate 
62c0f2da5dcb23acdffbf9bc,user_mention user_mention user_mention user_mention but gotta break it to ya the world is done being affected by global energy supply disruptions and reliant upon politically unstable states for unsustainable fossil fuel URL 
62c0f3ad5dcb23acdffbf9e1,russia admits its running out of weapons in ukraine war slavaukraïni URL 
62c0f3f85dcb23acdffbf9ea,russia is running out of weapons to fight against ukraine
62c0f4985dcb23acdffbfa08,c thats why our nato allies are right there with us giving aid weapons training to help fight against russias illegal invasion and its campaign of war crimes targeting hospitals apartment houses schools theaters malls civilian spaces
62c0f4ad5dcb23acdffbfa0c,putins invasion of ukraine didnt cause the food crisis capitalism did URL 
62c0f4bc5dcb23acdffbfa12,icymi russias recent default on its foreign debt its first since 1918 has been hailed as proof that the sanctions imposed by western governments since the invasion of ukraine in february are working URL 
62c0f4d25dcb23acdffbfa14,user_mention user_mention i know this is probably beyond your comprehension but both putins invasion of ukraine and corporate greed are contributing to high gas prices also trumps deal with saudi arabia amp russia to cut production by 30 artificially inflating prices URL 
62c0f5955dcb23acdffbfa24,user_mention user_mention user_mention nope that was russias plan take kyiv and topple the government in 3 days and gain full control of the country in 2 weeks this was clear not only from western intelligence but also how the initial invasion was conducted and interviews with prisoners
62c0f5f95dcb23acdffbfa34,user_mention the war was not start by russia but by the usa the russians are defending themself read the story before u say dumb things obana start the war in 2014 with the invasion of donbass where childrens were killed no one said anything back then
62c0f6a45dcb23acdffbfa54,much of the alliance is dependent on ivans pipeline for survival i consider the eastern european allies like poland more reliable than germany or france i hope nato hasnt degenerated into a complete paper tiger URL URL 
62c0f6ef5dcb23acdffbfa5c,user_mention come on dmitri you are better than this choose better equivalents america cakewalked over afghanistaniraq in hoursdays russia can barely expand what it had before invasionamerica did not lose 35k soldiers in 3 months etc etc
62c0f7115dcb23acdffbfa60,user_mention russia demanding payment for her commodity exports in rubles in 2022 is a strong driver behind the strength of ruble in 2022 asking for payment in rubles is expected since usd and us assets can be frozen by the us which happened after the invasion of ukraine
62c0f7565dcb23acdffbfa6a,le point de la situation au 2 juillet selon linstitute for the study of war isw
62c0f7725dcb23acdffbfa6e,user_mention you cant make these claims without citing sources perhaps the greatest problem created by russias invasion of ukraine and consequent sanctions are near term effects on fertilizer prices and availability ukr and russia produce a small share of global wheat but 20 of exports
62c0f79d5dcb23acdffbfa74,user_mention russia invasion has made life hell for ukraine but us sanctions have made life hell for everyone including american 
62c0f81c5dcb23acdffbfa80,user_mention user_mention as a topnotch intelligence agent in moscow snowden obviously knew what even opensource experts knew russia was about to invade ukraine yet right up to the invasion snowden deliberately and maliciously attempted to deceive his followers URL 
62c0f81f5dcb23acdffbfa82,user_mention on top of all that putin is reaping the benefit of the reduction in supply russia is selling its oil for far more than they were before biden thus allowing them more cash to prosecute their invasion of ukraine
62c0f8e35dcb23acdffbfa9c,user_mention user_mention user_mention user_mention not a single battle or death in the invasion of crimea where russia supposedly forcibly conquered 25 million resisting ukrainians without firing a shot
62c0f8f95dcb23acdffbfa9e,user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention i agree she needs to be out but russia is a whole different ball game its not like negotiating with anyone else even before their insane invasion of ukraine and theres no way trump would have let go of how the wnba opposed him publicly on so many issues
62c0f9025dcb23acdffbfaa0,this has got to be true surely not russian war propaganda russia admits its running out of weapons in ukraine war by user_mention URL 
62c0f9365dcb23acdffbfaa6, ukraine russia russiaukraine war what we know on day 130 of the invasion blasts in russian city near ukrainian border ukraine rejects russian claim lysychansk surrounded uk condemns exploitation of war prisoners all our russiaukraine war URL 
62c0f95d5dcb23acdffbfab2,user_mention user_mention user_mention usa biden tried diplomacy for months to prevent invasion with security guarantees for russia problem is putin has always become more popular in russia with every warinvasion amp russia experts say he needed war to control media amp democracy in ukraine was threat to his power
62c0f96a5dcb23acdffbfab6,user_mention user_mention you f3cker i guess a full fledged invasion war by the russian fascists was not escalation enough russia affiliated media indeed stay away from windows
62c0f9725dcb23acdffbfab8,user_mention russia invasion of ukraine has nothing to do with the high price of beans and rice in nigeria and africa in totality afterall we produce them in large quantity bad government is nigerias problems and indeed africas problems
62c0f9d85dcb23acdffbfac0,spoiler alert belarusians arent fooled by the conditions in ukraine in fact they know that the ned tried to overthrow lukaschenko a while back in a failed attempt at such they know that ukraine has a nazi problem and that russia has been denazifying the place
62c0fa635dcb23acdffbfad0,user_mention the bridge will fall like everything else russia has failed at including failed communism failed capitalism failed democracy failed ukraine invasion russia is a failed criminal state praying for the innocent children women and eldery that the have made suffer or killed
62c0fa905dcb23acdffbfad6,user_mention user_mention really the us is at war with russia no declaration and you might add no troops as i wrote theres a war between russia and ukraine so higher gas prices and a couple bucks to the effort are too much to pay to oppose the invasion of a peaceful sovereign neighbor huh
62c0faaa5dcb23acdffbfada,user_mention im not a historian but its my favorite subject one recent example is ukraine it had a fascist putin puppet they drove out of office in 2014 and are fighting hard to hold onto their democracy its worth noting that zelenskyys unfavorables were high before russias invasion
62c0faec5dcb23acdffbfaea,user_mention user_mention user_mention obviously all west wants is to control puppet and humiliate russia and not just stop the invasion of ukraine what a great and deep geopolitical analysis 
62c0fbd85dcb23acdffbfb11,the guardian russiaukraine war what we know on day 130 of the invasion blasts in russian city near ukrainian border ukraine rejects russian claim lysychansk surrounded uk condemns exploitation of war prisoners all our URL 
62c0fc795dcb23acdffbfb30,saturday 2 july 2022 todays rally in support of ukraine in front of the white house weve met here every evening since russias full scale invasion began on february 24 join us URL URL 
62c0fcc25dcb23acdffbfb36,user_mention user_mention user_mention beyond russia people stand united behind him 3 URL 
62c0fcf15dcb23acdffbfb3a,nearly 400 people in the kharkiv region alone who have been detained under anticollaboration laws enacted quickly by ukraines parliament and signed by president volodymyr zelenskyy after russias feb 24 invasion URL URL 02
62c0fd765dcb23acdffbfb46,mtg is an idiot a traitor a russian handmaiden and will soon be in jail since she did not get that pardon user_mention user_mention user_mention user_mention user_mention
62c0fdae5dcb23acdffbfb4c,naked world history russian putin war buff russias putin a war criminal in the invasion of ukraine will kill putin a nucle putins killer worse worse worse worse worse worse evil putins axis of evil putins sleeping putins naked
62c0fdc95dcb23acdffbfb4e,user_mention user_mention user_mention user_mention so you condemn us imperialism id say correctly yet you excuse russian imperialism let me guess you condemn the invasion but you spend all your time like aaron explaining why russia had understandable reasons to invade a courtesy you refuse to extend to the west
62c0fe2a5dcb23acdffbfb5e,naked world history russian putin war buff russias putin a war criminal in the invasion of ukraine will kill putin a nuclear weapon near the three baltic c putins killer more global evil putins axis of evil putins naked putins digging every inch of it URL 
62c0fe475dcb23acdffbfb62,ukraine has suffered before under russia the holodomor was stalins systematic extermination of ukrainians by starvation 25000 a day died amp 5 million dead under russia during 1930s millions of starving orphans no wonder ukrainians fight so fiercely against putins invasion
62c0fe825dcb23acdffbfb72,blasts in russian city near ukrainian border ukraine rejects russian claim lysychansk surrounded uk condemns exploitation of war prisoners all our russiaukraine war coverage continue reading URL 
62c0fef95dcb23acdffbfb80,belarussian senior officers appear to have turned on vladimir putin with topranking troops rebelling against the russian invasion latest news at URL URL 
62c0ff4b5dcb23acdffbfb8b,user_mention the 1st 40 price increase was due directly to the admins policies another 45 was after the invasion part russiapolicy now they want businesses some mom amp pop to maybe lose money to bail him out man up whatever happened to the buck stops here
62c0ff885dcb23acdffbfb98,snake island was one of the first battlegrounds of russias ukraine invasion now kyiv has scored a key strategic victory URL total rubbish nothing strategic about the island another western fluff story reality time ukraine will be broken up
62c0ffd95dcb23acdffbfba7,user_mention user_mention germany also got rid of all of its nuclear plants france uses fewer fossils because they kept theirs and were supplementing the whole eu during the recent energy and food production crisis this winter is going to be interesting URL 
62c100025dcb23acdffbfba8,as tech companies pull back from russia china looks on with concern hong kong extensive efforts by apple and other western tech companies to curtail their business with russia over its invasion of ukraine have raised a question 12 URL 
62c1003f5dcb23acdffbfbb0,illarionov has been a persistent critic of the weak and slow response of the biden administration in providing military aid to ukraine indeed before the invasion he frequently spoke about his suspicions that russias concentration of its forces on ukraines borders was
62c100715dcb23acdffbfbb8,user_mention user_mention user_mention user_mention the democracies need to give ukraine the equivalent to russia on missile and airforce equipment when missiles from ukraine start striking moscow and beyond the russian people will take an interest in ending their invasion
62c100985dcb23acdffbfbc0,belarussian officers turn on putin as top ranked troops rebel against russian invasion russia news URL 
62c100a55dcb23acdffbfbc2,alex kokcharov while it is possible that this letter is genuine there is also another possibility this could be easily staged by lukashenka to demonstrate to putin on why he is unable to join russias war in ukraine
62c101ff5dcb23acdffbfc06,user_mention user_mention user_mention thats not a guarantee and the urgency was more about ukraine finishing off the donbass against the minsk agreement all parties involved agreed to russia has over a thousand nukes they are not too worried about a suicidal conventional invasion from the west
62c102745dcb23acdffbfc12,user_mention user_mention user_mention user_mention user_mention user_mention user_mention user_mention on your other point the eu strongly condemns russias illegal invasion of ukraine the use of force and coercion to change borders has no place in the 21st century
62c102ac5dcb23acdffbfc1a,this is dismal but call it what it is hunger food insecurity sounds like a lack of compassion for a crisis caused by putin
62c103955dcb23acdffbfc36,russia admits its running out of weapons in ukraine war russiahemorrhaging slavaukrayini heroyamslava armukrainenow fckptn URL 
62c104365dcb23acdffbfc46,user_mention user_mention user_mention russian nukes are only reason this war continues if putinrussia fires off one single nuke every major city in russia will have to be vaporized in minutes russian brutal invasion of ukraine amp has shown west putin is out of control evil amp myst be stopped
62c104635dcb23acdffbfc48,user_mention user_mention user_mention user_mention user_mention user_mention i was wrong it wasnt gen hertling it was a daily kis article heres that article and two from gen hertling re weapons supply and logistics URL URL URL 
62c1046a5dcb23acdffbfc4a,user_mention indeed violating every term of the budapest memorandum with us and uk approval ukraine can even rebuild its nuclear arsenal as deterrence against russia that along with uk and us gave ukraine security assurances against invasion by a nuclear armed state
62c104c65dcb23acdffbfc56,user_mention so have stock markets all over the world in case you havent noticed we are not the only nation being hit by the after effects of russias invasion of ukraine and the covid19 pandemic
62c105125dcb23acdffbfc62,user_mention user_mention user_mention user_mention user_mention user_mention i was wrong it wasnt gen hertling it was a daily kos article here it is along with two by gen hertling re weapons supply and logistics URL URL URL 
62c1052c5dcb23acdffbfc68,been writing on the flashpoints of russias ukraine invasion since the war began donbas mariupol severodonetsk amp the black sea in the latest profile i write about the snakeisland the black sea rock from where the russians were forced to retreat URL 
62c105605dcb23acdffbfc74,user_mention user_mention user_mention user_mention i was wrong it wasnt gen hertling it was a daily kos article here it is along with two by gen hertling re weapons supply and logistics URL URL URL 
62c1058b5dcb23acdffbfc78,user_mention russia will end up torn by war for years after their invasion of ukraine they are dragging central asia with them by making the region even poorer shouldnt have stepped foot in ukraine asffholes
62c105ab5dcb23acdffbfc80,user_mention user_mention user_mention every usa military engagement after vietnam has been over oil russian invasion is two fold the product of oil one 60 of russias economy is oil so weapons were paid for by oil eastern ukraine has oil amp more importantly nature gas that europe needs and putin wants to control
62c105af5dcb23acdffbfc82,russiaukraine war what we know on day 130 of the invasion blasts in russian city near ukrainian border ukraine rejects russian claim lysychansk surrounded uk condemns exploitation of war prisoners
62c105ee5dcb23acdffbfc8e,to think moscowmitch sided with putins invasion of ukraine and supported trumps withholding military aid to ukraine traitor user_mention user_mention user_mention clearandpresentdanger 
62c106a75dcb23acdffbfc9e,here are two threads and one article i have found useful in understanding weapons supply and logistics for ukraine including an article specifically regarding the logistics involving himars URL URL URL 
62c106f45dcb23acdffbfca8,i dont call it illegal invasionrussias sovereignty was threatened by the us to enter ukraine into nato amp arm it with nukesthis is cubanmissilecrisis in reverserussia saying not putting nukes in my neighbors country just like we said to russia in 1962lets get this right URL 
62c107045dcb23acdffbfcac,user_mention energy companies are reporting record profits but by far the main cause of high gasoline and inflation is the sideeffects from russias ukrainian invasion
62c107595dcb23acdffbfcb8,sooooo would the tech companies move their manufacturing somewhere else difference here is china makes damn near everything and russia makes headlines
62c107635dcb23acdffbfcbc,liquefied gas does not occupy a prominent position in mexicos energy mix but it wants to change that scenario to take advantage of the crisis unleashed by russias invasion of ukraine amp the need for new sources due to sanctions user_mention reports URL URL 
62c107655dcb23acdffbfcbe,my sense of surreal disbelief at the beginning of the pandemic lasted for around three solid months i have imagined that ukrainians must have had a similar sense about russias invasion when life as one knew it is utterly transformed in a moment
62c107a75dcb23acdffbfcc4,sometimes the only way to deter someone who is happy to use intimidation amp terrorism to achieve their goals putin is to return the favour russian officials hit by three assassination attempts over ukraine invasion URL via user_mention
62c107b55dcb23acdffbfcc7,day 130 of pytinswar in ukraine here tkey events of yd URL while ru claims to have lysychansk ucontrol ua offsay it remains still in their handsexploswent off in ru border town of belgorod wa resbldg on fire ru says to have destroyed 5 commposts URL 
62c108285dcb23acdffbfcd6,user_mention you are always wrong always on the moral wrong side of everything god hears your lies marjorie russias attack on ukraine turbocharged natos spending URL 
62c108395dcb23acdffbfcd8,user_mention or perhaps realize this is a global problem we pay less for gas than zimbabwe the supply chain for many items was broken due to the pandemic there is a trucker shortage chinas lockdowns ukraines invasion by russia all countries are suffering
62c1083b5dcb23acdffbfcda,my sense of surreal disbelief at the pandemics beginning lasted for 3 solid months ive imagined that ukrainians must have had a similar sense about russias invasion when life as one knew it is utterly transformed in a moment user_mention user_mention confirms it
62c1083f5dcb23acdffbfcdd,what all should have also known since day 1 be fully unitedwithukraine amp defeat evil putins monstrous wwiii regime terrorizing amp murdering people amp our democracies for years no more damn appeasement to rus global terrorists who sadistically decimate truth amp our humanity
62c108945dcb23acdffbfce8,has anyone else noticed that there is no flights anywhere near the russia and ukraine border or near the russia and belarus border every flight going to moscow takes a wide berth around the border area last time that happened there was an invasion
62c109985dcb23acdffbfcfe,user_mention user_mention user_mention you are aware that delaware is a short train ride from washington dc and yes russia has caused most of this problem with their invasion of the ukraine not only the us but allcountries of the free world have put sanctions on russia and that includes their oil
62c109ac5dcb23acdffbfd02,user_mention user_mention we will never sympathize with you ukraine participated in the invasion of iraq and killed innocent people who were not soldiers russia is winning
62c109e25dcb23acdffbfd06,user_mention president warn germany 437 biden fund russia invasion ukraine allow russia nordstream cancel keystone world forgot burisma hunter bribe URL user_mention military industrial complex stop fund war will force russia ukraine negotiate URL 
62c10a595dcb23acdffbfd10,nato returns to combat stance to counter a new and hostile world nato agreed to the biggest upgrade of its military presence in europe since the end of the cold war redrawing the continents security in response to russias invasion of ukraine
62c10b975dcb23acdffbfd3a,user_mention people would class me mad if i tried the analogy is the exact same russia is claiming for their invasion btw they invaded to occupy the donbass to gain control of the oilgas reserves found there in 201314 but well ignore that right
62c10cc05dcb23acdffbfd4a,user_mention user_mention user_mention indeed this time the fire is burning under their own country and they blind to see it too URL 
62c10d4c5dcb23acdffbfd54,user_mention user_mention has russia actually invaded on a large scale though we are too used to seeing what the us does and measure everything by them ua is no iraq invasion no shocknawe and thus we make fun of useless russian army
62c10e3d5dcb23acdffbfd64,user_mention user_mention user_mention he doesnt want us to go to war with russia over ukraine thats not defending an invasion that is literally saying the us shouldnt get involved and we should have peace
62c10f135dcb23acdffbfd7c,situation update update no 353 war ukraine russiaukraine war what we know on day 130 of the invasion URL 
62c10f195dcb23acdffbfd7e,us defence and foreign policy elites are seeking to turn russias illegal invasion of ukraine into a casus belli for world war iii says sky news host james morrow URL 
62c10f5e5dcb23acdffbfd8a,and russias invasion of ukraine and fears that china could make a similar move on taiwan have suggested a need for multiple options to strengthen deterrence
62c110245dcb23acdffbfd9b,user_mention user_mention user_mention user_mention he is at the centre of a wide search yet has managed to elude them all london lawyers the fbi ukrainian banks russian secret services are all trying to pinpoint igor kolomoisky who slipped off the radar at the start of russias invasion of ukraine URL 
62c110255dcb23acdffbfd9c,even before russias invasion of ukraine concerns about how to contain chinas military ambitions had prompted a flurry of collective security arrangements in asia
62c110c35dcb23acdffbfdb1,russias invasion of ukraine has caused afghan refugees fleeing the taliban to fall down the pecking order of global protection unable to get asylum many now face deportation back to afghanistan where further repression awaits user_mention URL 
62c111205dcb23acdffbfdc2,better to repent now vladimir than spend eternity in hell following christ would involve peaceful trade not invasion people around the globe prayed for the conversion of russia for decades before mikhail gorbachev introduced glasnost gorbachev the true patriot
62c111dd5dcb23acdffbfdcc,japans government pension investment fund says that its been selling russian assets since march following the invasion of ukraine marking down some values to almost zero in the process URL via user_mention hideyuki sano
62c112275dcb23acdffbfdd8,user_mention user_mention user_mention user_mention user_mention so russia is better these are justifications to support the invasion you lie when you say you dont support russia people who say these things support russia either directly or passively
62c112305dcb23acdffbfdda,user_mention why are referring to another random countries how its even connected to russia invasion and killling ukrainians
62c112965dcb23acdffbfdeb,user_mention user_mention user_mention user_mention i said both sides were firing mortar rounds if you werent saying ukraine was tactically bombing civilians how could you possibly justify russias full blown invasion in recent months
62c112d55dcb23acdffbfdf5,with comparisons between russias actions in ukraine being made to the israelpalestine conflict i am reminded of how iraqi president saddam hussein linked his 1990 invasion of kuwait by saying that he would only withdraw if israel would also do so from the occupied territories
62c112dd5dcb23acdffbfdf9,user_mention user_mention user_mention there was no invasion of crimea they declared independence and then voted to join russia the crimean people are fighting right now side by side against ukraine
62c1134d5dcb23acdffbfe00,user_mention correct ukraine invasion threatens global wheat supply russia and ukraine together supply more than a quarter of the worlds wheat and coming disruptions could fuel higher food prices and social unrest URL 
62c113dd5dcb23acdffbfe1e,thanks for this brett were so happy to support families looking to escape invasion and war crimes inflicted by russia appreciate your voice and support for those whove been displaced slavaukraini supportukraine puckputin 
62c1148f5dcb23acdffbfe2c,user_mention user_mention user_mention putin lied first and attacked an innocent country and ukraine still isnt a nato country go defend russias unprovoked aggression and blame it on us somewhere else URL 
62c114945dcb23acdffbfe2e,user_mention combined power of nato a few low tech weapon systems and zero personnel combined power russia would be exploding without mobilization i wonder why they havent mobilized how does russia stall because they didnt have enough fuel on the second day of an invasion 
62c1152a5dcb23acdffbfe3e,user_mention user_mention continuing to work on relations with china russia needs chinas manufacturing assistance to not only rebuild its lost assets in its invasion but also to help sustain its economy through these sanctions
62c1154d5dcb23acdffbfe40,todays perth sunday times the us supreme courts decision to consign roe v wade to historys toilet is akin to russias invasion of ukraine 3 jul 2022 URL 
62c116825dcb23acdffbfe66,russians press assault on eastern ukrainian city ap news belarus hosts russian military units and was used as a staging ground for russias invasion last week just hours before lukashenko was to meet with URL URL 
62c116e65dcb23acdffbfe76,at least 343 children have died and more than 635 have been injured as a result of russias invasion of ukraine all these children had to live putin is worse than a terrorist URL 
62c117f85dcb23acdffbfe8c,true we could have sen the world feed decades ago he made it worse but he didnt create it greed waste and lack of will to boost wealthy countries amp agri business amp our food suppliers did it its no secret auspol same and mining resources greed waste land water waste cc
62c1181d5dcb23acdffbfe8e,user_mention todays perth sunday times the us supreme courts decision to consign roe v wade to historys toilet is akin to russias invasion of ukraine 3 jul 2022 URL 
62c118345dcb23acdffbfe94,serbia says it will not be nato foot soldier the west must apologize for killing serbian children in the 1999 invasion serbias interior minister says URL 
62c119b65dcb23acdffbfeaf,user_mention user_mention user_mention user_mention do you believe that will work russia is a gas station with nukes run by a revanchist thug two weeks before he knew he would invade the ukraine he weaseled a nolimits partnership from xi trashing much of prc soft power if xi knew of the invasion he didnt warn prc
62c119ec5dcb23acdffbfeb2,user_mention user_mention user_mention this was basically an invasion on foreign land are you also saying ukraine cant defend itself from russia they organized an invasion where more than 1000 people stormed the boarder its a tragedy but they have the right to defend themselves
62c11a485dcb23acdffbfebe,tew sees there is a new phase of the war in ukraine who is actually winning the war in ukraine has changed almost weekly just five months ago russias invasion of ukraine looked very different putin launched a threeprong nationwide assault URL URL 
62c11c795dcb23acdffbfef0,unesco declares borshch protected ukrainian heritage at risk from russian invasion user_mention ukraine borshch unesco russia URL 
62c11d6b5dcb23acdffbff05,user_mention user_mention the russians came to ukraine for first time on feb 24 there was no invasion by in 2014 this was even acknowledged by osce your government has been killing for 8 years in a civil war torturing raping and executing this war was started by in 2014 russia is ending it
62c11d725dcb23acdffbff06,user_mention user_mention user_mention lol name one battle that took place between crimean soldiers and russian soldiers how can you call it an invasion when there was no fighting russians were invited in over 1000x more crimeans have died fighting ukraine than fighting russia
62c11d7c5dcb23acdffbff08,nearly 400 people in the kharkiv region alone who have been detained under anticollaboration laws enacted quickly by ukraines parliament and signed by president volodymyr zelenskyy after russias feb 24 invasion URL URL 04
62c11eb45dcb23acdffbff22,user_mention user_mention user_mention russia didnt invade crimea an invasion would involve a largescale offensive with casualties there are no such reports
62c11efb5dcb23acdffbff2c,independent military analysts estimate that ukraine has lost from between 24000 to 30000 soldiers since the russian invasion while russia has lost about 5000 soldiers ukraine in reality is losing about 1000 men a day and twice that number of injured
62c11f695dcb23acdffbff3e, nyt references to nazism in articles about ukraine at unprecedented levels after russias invasion data collected from over 8000 russian websites since 2014 show that references to nazism in articles about ukraine surged on feb 24 and have remained high ever since
62c11fcd5dcb23acdffbff64,russian disinformation falsely claiming that ukraine is overrun by farright extremists is reportedly intended to justify its war against ukraine and garner domestic support russianpropaganda 
62c1203b5dcb23acdffbff96,user_mention user_mention russia is called multiple people nazis who dont agree with her invasion its been propaganda from the very beginning
62c120575dcb23acdffbff9f,nazis hate publicity but they love free weapons from nato
62c120b25dcb23acdffbffb2,this image embodies the ukrainian spirit thats why i tried to recreate it while i was in kyiv at taras shevchenko park but this brand lyuks was not available as the factory on the outskirts of kyiv was closed following russias invasion but now it has just reopened URL 
62c120c35dcb23acdffbffb9,oooof timing we left fairmont tonight and got suckered into a dude going on and on and ukraine being full of nazis and putin being a savior i couldnt escape and def couldnt argue that was going nowhere 
62c120f95dcb23acdffbffca,user_mention user_mention user_mention user_mention where was it written invasion of russia rand corporation and the pentagon been talking about this for years best way to damage russia push nato east and arm ukraine neocons are just fine w ukrainians doing the dying
62c121665dcb23acdffbffee,we love you ukraine and are praying everyday for you
62c121975dcb23acdffbfffc, communist chinas may imports of russian oil soar 55 to record high the oil refineries are profiting from the discounted supply with russia under sanctions for its invasion of ukraine ccpchina is the worlds largest importer of crudeoil himalayaustraliacomau 
62c121a45dcb23acdffc0001,i think many russians believe this is actually a war against nazism how russias repetitive propaganda that ukraine is dominated by nazis was used to justify the invasion of another country URL 
62c121e65dcb23acdffc000e,user_mention user_mention user_mention yes it is if biden really wants to solve ukraines problem the only thing he needs to do is put prc on the sanction list but he wont because he needs to make money out of russias invasion
62c121e65dcb23acdffc0010,a massive and cruel putin strategy to use the misery of starvation to force nato to abandon the courageous ukrainians fighting a ru criminal invasion our collective response must be a nato naval campaign to break the grain blockade
62c1223a5dcb23acdffc0024,so let me get this rightthe baltic countries are justified in their paranoia about russia because of deportations amp killings in 19391941 but russia has no reason to be paranoid re invasion from the west even tho germany amp its allies killed tens of millions of russians in ww2
62c122795dcb23acdffc0038,good but now do fox news bs
62c122dc5dcb23acdffc0062,user_mention user_mention more proven fake news all you guys are off the rails they have thrown so much at him and it always is false and redacted he was just at the same swanky parties that is it i have to stop tweeting and pump some 600 plus gas and send money to fight the russia invasion
62c122f55dcb23acdffc0068,user_mention user_mention do you forget the part where it was to keep nato off our border just stop you wont change my mind URL 
62c123bc5dcb23acdffc00a5,83 years after the nazis invaded a sovereign country in eastern europe you have another country doing the same thing yet accusing the invaded country of being the nazis whats scary is that millions of people in russia are falling for this criminally distorted narrative
62c123bf5dcb23acdffc00a6,user_mention user_mention user_mention that is because we have dependency on both china and the west we are not in a position to choose sides and taking sides in a western conflict is not in our interest russia has been a time tested ally we see no difference between ukr or iraq invasion
